textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 27 Oct 2010,To: 27 Oct 2010,Armenia,FY 2011,3,Pentecostalist,3,469
From: 27 Oct 2010,To: 27 Oct 2010,Bhutan,FY 2011,35,Buddhist,10,469
From: 27 Oct 2010,To: 27 Oct 2010,Bhutan,FY 2011,35,Christian,5,469
From: 27 Oct 2010,To: 27 Oct 2010,Bhutan,FY 2011,35,Hindu,17,469
From: 27 Oct 2010,To: 27 Oct 2010,Bhutan,FY 2011,35,Kirat,3,469
From: 27 Oct 2010,To: 27 Oct 2010,Burma,FY 2011,135,Baptist,4,469
From: 27 Oct 2010,To: 27 Oct 2010,Burma,FY 2011,135,Buddhist,19,469
From: 27 Oct 2010,To: 27 Oct 2010,Burma,FY 2011,135,Catholic,32,469
From: 27 Oct 2010,To: 27 Oct 2010,Burma,FY 2011,135,Christian,80,469
From: 27 Oct 2010,To: 27 Oct 2010,Central African Republic,FY 2011,13,Christian,8,469
From: 27 Oct 2010,To: 27 Oct 2010,Central African Republic,FY 2011,13,Protestant,5,469
From: 27 Oct 2010,To: 27 Oct 2010,Chad,FY 2011,2,Moslem,1,469
From: 27 Oct 2010,To: 27 Oct 2010,Chad,FY 2011,2,Protestant,1,469
From: 27 Oct 2010,To: 27 Oct 2010,Congo,FY 2011,2,Catholic,2,469
From: 27 Oct 2010,To: 27 Oct 2010,Cuba,FY 2011,49,Catholic,8,469
From: 27 Oct 2010,To: 27 Oct 2010,Cuba,FY 2011,49,Jehovah Witness,33,469
From: 27 Oct 2010,To: 27 Oct 2010,Cuba,FY 2011,49,No Religion,5,469
From: 27 Oct 2010,To: 27 Oct 2010,Cuba,FY 2011,49,Seventh Day Adventist,3,469
From: 27 Oct 2010,To: 27 Oct 2010,Dem. Rep. Congo,FY 2011,10,Catholic,5,469
From: 27 Oct 2010,To: 27 Oct 2010,Dem. Rep. Congo,FY 2011,10,Protestant,5,469
From: 27 Oct 2010,To: 27 Oct 2010,Eritrea,FY 2011,1,Moslem Suni,1,469
From: 27 Oct 2010,To: 27 Oct 2010,Iran,FY 2011,37,Bahai,5,469
From: 27 Oct 2010,To: 27 Oct 2010,Iran,FY 2011,37,Christian,23,469
From: 27 Oct 2010,To: 27 Oct 2010,Iran,FY 2011,37,Moslem Suni,2,469
From: 27 Oct 2010,To: 27 Oct 2010,Iran,FY 2011,37,Zoroastrian,7,469
From: 27 Oct 2010,To: 27 Oct 2010,Iraq,FY 2011,145,Catholic,18,469
From: 27 Oct 2010,To: 27 Oct 2010,Iraq,FY 2011,145,Christian,19,469
From: 27 Oct 2010,To: 27 Oct 2010,Iraq,FY 2011,145,Moslem,8,469
From: 27 Oct 2010,To: 27 Oct 2010,Iraq,FY 2011,145,Moslem Shiite,60,469
From: 27 Oct 2010,To: 27 Oct 2010,Iraq,FY 2011,145,Moslem Suni,28,469
From: 27 Oct 2010,To: 27 Oct 2010,Iraq,FY 2011,145,Orthodox,7,469
From: 27 Oct 2010,To: 27 Oct 2010,Iraq,FY 2011,145,Sabeans-Mandean,4,469
From: 27 Oct 2010,To: 27 Oct 2010,Iraq,FY 2011,145,Yazidi,1,469
From: 27 Oct 2010,To: 27 Oct 2010,Ivory Coast,FY 2011,1,Catholic,1,469
From: 27 Oct 2010,To: 27 Oct 2010,Liberia,FY 2011,1,Christian,1,469
From: 27 Oct 2010,To: 27 Oct 2010,Palestine,FY 2011,17,Moslem,5,469
From: 27 Oct 2010,To: 27 Oct 2010,Palestine,FY 2011,17,Moslem Suni,12,469
From: 27 Oct 2010,To: 27 Oct 2010,Russia,FY 2011,2,No Religion,2,469
From: 27 Oct 2010,To: 27 Oct 2010,Sierra Leone,FY 2011,1,Christian,1,469
From: 27 Oct 2010,To: 27 Oct 2010,Somalia,FY 2011,6,Moslem,6,469
From: 27 Oct 2010,To: 27 Oct 2010,Sri Lanka (Ceylon),FY 2011,5,Hindu,5,469
From: 27 Oct 2010,To: 27 Oct 2010,Vietnam,FY 2011,4,Buddhist,4,469

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 27 Oct 2010,To: 27 Oct 2010,Bahai,FY 2011,5,Iran,5,469
From: 27 Oct 2010,To: 27 Oct 2010,Baptist,FY 2011,4,Burma,4,469
From: 27 Oct 2010,To: 27 Oct 2010,Buddhist,FY 2011,33,Bhutan,10,469
From: 27 Oct 2010,To: 27 Oct 2010,Buddhist,FY 2011,33,Burma,19,469
From: 27 Oct 2010,To: 27 Oct 2010,Buddhist,FY 2011,33,Vietnam,4,469
From: 27 Oct 2010,To: 27 Oct 2010,Catholic,FY 2011,66,Burma,32,469
From: 27 Oct 2010,To: 27 Oct 2010,Catholic,FY 2011,66,Congo,2,469
From: 27 Oct 2010,To: 27 Oct 2010,Catholic,FY 2011,66,Cuba,8,469
From: 27 Oct 2010,To: 27 Oct 2010,Catholic,FY 2011,66,Dem. Rep. Congo,5,469
From: 27 Oct 2010,To: 27 Oct 2010,Catholic,FY 2011,66,Iraq,18,469
From: 27 Oct 2010,To: 27 Oct 2010,Catholic,FY 2011,66,Ivory Coast,1,469
From: 27 Oct 2010,To: 27 Oct 2010,Christian,FY 2011,137,Bhutan,5,469
From: 27 Oct 2010,To: 27 Oct 2010,Christian,FY 2011,137,Burma,80,469
From: 27 Oct 2010,To: 27 Oct 2010,Christian,FY 2011,137,Central African Republic,8,469
From: 27 Oct 2010,To: 27 Oct 2010,Christian,FY 2011,137,Iran,23,469
From: 27 Oct 2010,To: 27 Oct 2010,Christian,FY 2011,137,Iraq,19,469
From: 27 Oct 2010,To: 27 Oct 2010,Christian,FY 2011,137,Liberia,1,469
From: 27 Oct 2010,To: 27 Oct 2010,Christian,FY 2011,137,Sierra Leone,1,469
From: 27 Oct 2010,To: 27 Oct 2010,Hindu,FY 2011,22,Bhutan,17,469
From: 27 Oct 2010,To: 27 Oct 2010,Hindu,FY 2011,22,Sri Lanka (Ceylon),5,469
From: 27 Oct 2010,To: 27 Oct 2010,Jehovah Witness,FY 2011,33,Cuba,33,469
From: 27 Oct 2010,To: 27 Oct 2010,Kirat,FY 2011,3,Bhutan,3,469
From: 27 Oct 2010,To: 27 Oct 2010,Moslem,FY 2011,20,Chad,1,469
From: 27 Oct 2010,To: 27 Oct 2010,Moslem,FY 2011,20,Iraq,8,469
