textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 16 Aug 2004,To: 16 Aug 2004,Laos,FY 2004,33,Ancestral Worship,33,119
From: 16 Aug 2004,To: 16 Aug 2004,Somalia,FY 2004,59,Christian,3,119
From: 16 Aug 2004,To: 16 Aug 2004,Somalia,FY 2004,59,Moslem,56,119
From: 16 Aug 2004,To: 16 Aug 2004,Ukraine,FY 2004,27,Atheist,3,119
From: 16 Aug 2004,To: 16 Aug 2004,Ukraine,FY 2004,27,Baptist,1,119
From: 16 Aug 2004,To: 16 Aug 2004,Ukraine,FY 2004,27,Pentecostalist,17,119
From: 16 Aug 2004,To: 16 Aug 2004,Ukraine,FY 2004,27,Uniate,6,119

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 16 Aug 2004,To: 16 Aug 2004,Ancestral Worship,FY 2004,33,Laos,33,119
From: 16 Aug 2004,To: 16 Aug 2004,Atheist,FY 2004,3,Ukraine,3,119
From: 16 Aug 2004,To: 16 Aug 2004,Baptist,FY 2004,1,Ukraine,1,119
From: 16 Aug 2004,To: 16 Aug 2004,Christian,FY 2004,3,Somalia,3,119
From: 16 Aug 2004,To: 16 Aug 2004,Moslem,FY 2004,56,Somalia,56,119
From: 16 Aug 2004,To: 16 Aug 2004,Pentecostalist,FY 2004,17,Ukraine,17,119
From: 16 Aug 2004,To: 16 Aug 2004,Uniate,FY 2004,6,Ukraine,6,119

