textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 12 Apr 2005,To: 12 Apr 2005,Cuba,FY 2005,67,Baptist,1,220
From: 12 Apr 2005,To: 12 Apr 2005,Cuba,FY 2005,67,Catholic,9,220
From: 12 Apr 2005,To: 12 Apr 2005,Cuba,FY 2005,67,Evangelical Christian,9,220
From: 12 Apr 2005,To: 12 Apr 2005,Cuba,FY 2005,67,Jehovah Witness,10,220
From: 12 Apr 2005,To: 12 Apr 2005,Cuba,FY 2005,67,No Religion,34,220
From: 12 Apr 2005,To: 12 Apr 2005,Cuba,FY 2005,67,Pentecostalist,4,220
From: 12 Apr 2005,To: 12 Apr 2005,Ethiopia,FY 2005,15,Moslem,15,220
From: 12 Apr 2005,To: 12 Apr 2005,Iran,FY 2005,1,Bahai,1,220
From: 12 Apr 2005,To: 12 Apr 2005,Laos,FY 2005,46,Ancestral Worship,43,220
From: 12 Apr 2005,To: 12 Apr 2005,Laos,FY 2005,46,Christian,3,220
From: 12 Apr 2005,To: 12 Apr 2005,Liberia,FY 2005,3,Lutheran,2,220
From: 12 Apr 2005,To: 12 Apr 2005,Liberia,FY 2005,3,Moslem,1,220
From: 12 Apr 2005,To: 12 Apr 2005,Moldova,FY 2005,35,Baptist,19,220
From: 12 Apr 2005,To: 12 Apr 2005,Moldova,FY 2005,35,Jewish,2,220
From: 12 Apr 2005,To: 12 Apr 2005,Moldova,FY 2005,35,Pentecostalist,14,220
From: 12 Apr 2005,To: 12 Apr 2005,Sierra Leone,FY 2005,1,Moslem,1,220
From: 12 Apr 2005,To: 12 Apr 2005,Somalia,FY 2005,35,Moslem,35,220
From: 12 Apr 2005,To: 12 Apr 2005,Sudan,FY 2005,17,Catholic,3,220
From: 12 Apr 2005,To: 12 Apr 2005,Sudan,FY 2005,17,Christian,13,220
From: 12 Apr 2005,To: 12 Apr 2005,Sudan,FY 2005,17,Moslem,1,220

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 12 Apr 2005,To: 12 Apr 2005,Ancestral Worship,FY 2005,43,Laos,43,220
From: 12 Apr 2005,To: 12 Apr 2005,Bahai,FY 2005,1,Iran,1,220
From: 12 Apr 2005,To: 12 Apr 2005,Baptist,FY 2005,20,Cuba,1,220
From: 12 Apr 2005,To: 12 Apr 2005,Baptist,FY 2005,20,Moldova,19,220
From: 12 Apr 2005,To: 12 Apr 2005,Catholic,FY 2005,12,Cuba,9,220
From: 12 Apr 2005,To: 12 Apr 2005,Catholic,FY 2005,12,Sudan,3,220
From: 12 Apr 2005,To: 12 Apr 2005,Christian,FY 2005,16,Laos,3,220
From: 12 Apr 2005,To: 12 Apr 2005,Christian,FY 2005,16,Sudan,13,220
From: 12 Apr 2005,To: 12 Apr 2005,Evangelical Christian,FY 2005,9,Cuba,9,220
From: 12 Apr 2005,To: 12 Apr 2005,Jehovah Witness,FY 2005,10,Cuba,10,220
From: 12 Apr 2005,To: 12 Apr 2005,Jewish,FY 2005,2,Moldova,2,220
From: 12 Apr 2005,To: 12 Apr 2005,Lutheran,FY 2005,2,Liberia,2,220
From: 12 Apr 2005,To: 12 Apr 2005,Moslem,FY 2005,53,Ethiopia,15,220
From: 12 Apr 2005,To: 12 Apr 2005,Moslem,FY 2005,53,Liberia,1,220
From: 12 Apr 2005,To: 12 Apr 2005,Moslem,FY 2005,53,Sierra Leone,1,220
From: 12 Apr 2005,To: 12 Apr 2005,Moslem,FY 2005,53,Somalia,35,220
From: 12 Apr 2005,To: 12 Apr 2005,Moslem,FY 2005,53,Sudan,1,220
From: 12 Apr 2005,To: 12 Apr 2005,No Religion,FY 2005,34,Cuba,34,220
From: 12 Apr 2005,To: 12 Apr 2005,Pentecostalist,FY 2005,18,Cuba,4,220
From: 12 Apr 2005,To: 12 Apr 2005,Pentecostalist,FY 2005,18,Moldova,14,220

