textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 14 Apr 2005,To: 14 Apr 2005,Afghanistan,FY 2005,3,Moslem,3,164
From: 14 Apr 2005,To: 14 Apr 2005,Burundi,FY 2005,4,Christian,4,164
From: 14 Apr 2005,To: 14 Apr 2005,Cuba,FY 2005,66,Baptist,3,164
From: 14 Apr 2005,To: 14 Apr 2005,Cuba,FY 2005,66,Catholic,25,164
From: 14 Apr 2005,To: 14 Apr 2005,Cuba,FY 2005,66,Christian,3,164
From: 14 Apr 2005,To: 14 Apr 2005,Cuba,FY 2005,66,Evangelical Christian,1,164
From: 14 Apr 2005,To: 14 Apr 2005,Cuba,FY 2005,66,Jehovah Witness,15,164
From: 14 Apr 2005,To: 14 Apr 2005,Cuba,FY 2005,66,Methodist,2,164
From: 14 Apr 2005,To: 14 Apr 2005,Cuba,FY 2005,66,No Religion,17,164
From: 14 Apr 2005,To: 14 Apr 2005,Dem. Rep. Congo,FY 2005,20,Catholic,4,164
From: 14 Apr 2005,To: 14 Apr 2005,Dem. Rep. Congo,FY 2005,20,Christian,3,164
From: 14 Apr 2005,To: 14 Apr 2005,Dem. Rep. Congo,FY 2005,20,Pentecostalist,13,164
From: 14 Apr 2005,To: 14 Apr 2005,Eritrea,FY 2005,1,Orthodox,1,164
From: 14 Apr 2005,To: 14 Apr 2005,Somalia,FY 2005,55,Moslem,49,164
From: 14 Apr 2005,To: 14 Apr 2005,Somalia,FY 2005,55,Moslem Suni,6,164
From: 14 Apr 2005,To: 14 Apr 2005,Sudan,FY 2005,15,Catholic,1,164
From: 14 Apr 2005,To: 14 Apr 2005,Sudan,FY 2005,15,Christian,9,164
From: 14 Apr 2005,To: 14 Apr 2005,Sudan,FY 2005,15,Protestant,5,164

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 14 Apr 2005,To: 14 Apr 2005,Baptist,FY 2005,3,Cuba,3,164
From: 14 Apr 2005,To: 14 Apr 2005,Catholic,FY 2005,30,Cuba,25,164
From: 14 Apr 2005,To: 14 Apr 2005,Catholic,FY 2005,30,Dem. Rep. Congo,4,164
From: 14 Apr 2005,To: 14 Apr 2005,Catholic,FY 2005,30,Sudan,1,164
From: 14 Apr 2005,To: 14 Apr 2005,Christian,FY 2005,19,Burundi,4,164
From: 14 Apr 2005,To: 14 Apr 2005,Christian,FY 2005,19,Cuba,3,164
From: 14 Apr 2005,To: 14 Apr 2005,Christian,FY 2005,19,Dem. Rep. Congo,3,164
From: 14 Apr 2005,To: 14 Apr 2005,Christian,FY 2005,19,Sudan,9,164
From: 14 Apr 2005,To: 14 Apr 2005,Evangelical Christian,FY 2005,1,Cuba,1,164
From: 14 Apr 2005,To: 14 Apr 2005,Jehovah Witness,FY 2005,15,Cuba,15,164
From: 14 Apr 2005,To: 14 Apr 2005,Methodist,FY 2005,2,Cuba,2,164
From: 14 Apr 2005,To: 14 Apr 2005,Moslem,FY 2005,52,Afghanistan,3,164
From: 14 Apr 2005,To: 14 Apr 2005,Moslem,FY 2005,52,Somalia,49,164
From: 14 Apr 2005,To: 14 Apr 2005,Moslem Suni,FY 2005,6,Somalia,6,164
From: 14 Apr 2005,To: 14 Apr 2005,No Religion,FY 2005,17,Cuba,17,164
From: 14 Apr 2005,To: 14 Apr 2005,Orthodox,FY 2005,1,Eritrea,1,164
From: 14 Apr 2005,To: 14 Apr 2005,Pentecostalist,FY 2005,13,Dem. Rep. Congo,13,164
From: 14 Apr 2005,To: 14 Apr 2005,Protestant,FY 2005,5,Sudan,5,164

