textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 05 Mar 2012,To: 05 Mar 2012,Bhutan,FY 2012,35,Buddhist,3,145
From: 05 Mar 2012,To: 05 Mar 2012,Bhutan,FY 2012,35,Hindu,32,145
From: 05 Mar 2012,To: 05 Mar 2012,Burma,FY 2012,24,Baptist,12,145
From: 05 Mar 2012,To: 05 Mar 2012,Burma,FY 2012,24,Christian,9,145
From: 05 Mar 2012,To: 05 Mar 2012,Burma,FY 2012,24,Moslem,3,145
From: 05 Mar 2012,To: 05 Mar 2012,Burundi,FY 2012,1,Catholic,1,145
From: 05 Mar 2012,To: 05 Mar 2012,Dem. Rep. Congo,FY 2012,2,Protestant,2,145
From: 05 Mar 2012,To: 05 Mar 2012,Ethiopia,FY 2012,7,Moslem,2,145
From: 05 Mar 2012,To: 05 Mar 2012,Ethiopia,FY 2012,7,Protestant,5,145
From: 05 Mar 2012,To: 05 Mar 2012,Iran,FY 2012,10,Bahai,5,145
From: 05 Mar 2012,To: 05 Mar 2012,Iran,FY 2012,10,Moslem Shiite,1,145
From: 05 Mar 2012,To: 05 Mar 2012,Iran,FY 2012,10,No Religion,1,145
From: 05 Mar 2012,To: 05 Mar 2012,Iran,FY 2012,10,Protestant,3,145
From: 05 Mar 2012,To: 05 Mar 2012,Iraq,FY 2012,43,Catholic,16,145
From: 05 Mar 2012,To: 05 Mar 2012,Iraq,FY 2012,43,Christian,2,145
From: 05 Mar 2012,To: 05 Mar 2012,Iraq,FY 2012,43,Moslem,1,145
From: 05 Mar 2012,To: 05 Mar 2012,Iraq,FY 2012,43,Moslem Shiite,4,145
From: 05 Mar 2012,To: 05 Mar 2012,Iraq,FY 2012,43,Moslem Suni,16,145
From: 05 Mar 2012,To: 05 Mar 2012,Iraq,FY 2012,43,Orthodox,4,145
From: 05 Mar 2012,To: 05 Mar 2012,Somalia,FY 2012,16,Moslem,16,145
From: 05 Mar 2012,To: 05 Mar 2012,Sudan,FY 2012,7,Moslem,1,145
From: 05 Mar 2012,To: 05 Mar 2012,Sudan,FY 2012,7,Protestant,6,145

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 05 Mar 2012,To: 05 Mar 2012,Bahai,FY 2012,5,Iran,5,145
From: 05 Mar 2012,To: 05 Mar 2012,Baptist,FY 2012,12,Burma,12,145
From: 05 Mar 2012,To: 05 Mar 2012,Buddhist,FY 2012,3,Bhutan,3,145
From: 05 Mar 2012,To: 05 Mar 2012,Catholic,FY 2012,17,Burundi,1,145
From: 05 Mar 2012,To: 05 Mar 2012,Catholic,FY 2012,17,Iraq,16,145
From: 05 Mar 2012,To: 05 Mar 2012,Christian,FY 2012,11,Burma,9,145
From: 05 Mar 2012,To: 05 Mar 2012,Christian,FY 2012,11,Iraq,2,145
From: 05 Mar 2012,To: 05 Mar 2012,Hindu,FY 2012,32,Bhutan,32,145
From: 05 Mar 2012,To: 05 Mar 2012,Moslem,FY 2012,23,Burma,3,145
From: 05 Mar 2012,To: 05 Mar 2012,Moslem,FY 2012,23,Ethiopia,2,145
From: 05 Mar 2012,To: 05 Mar 2012,Moslem,FY 2012,23,Iraq,1,145
From: 05 Mar 2012,To: 05 Mar 2012,Moslem,FY 2012,23,Somalia,16,145
From: 05 Mar 2012,To: 05 Mar 2012,Moslem,FY 2012,23,Sudan,1,145
From: 05 Mar 2012,To: 05 Mar 2012,Moslem Shiite,FY 2012,5,Iran,1,145
From: 05 Mar 2012,To: 05 Mar 2012,Moslem Shiite,FY 2012,5,Iraq,4,145
From: 05 Mar 2012,To: 05 Mar 2012,Moslem Suni,FY 2012,16,Iraq,16,145
From: 05 Mar 2012,To: 05 Mar 2012,No Religion,FY 2012,1,Iran,1,145
From: 05 Mar 2012,To: 05 Mar 2012,Orthodox,FY 2012,4,Iraq,4,145
From: 05 Mar 2012,To: 05 Mar 2012,Protestant,FY 2012,16,Dem. Rep. Congo,2,145
From: 05 Mar 2012,To: 05 Mar 2012,Protestant,FY 2012,16,Ethiopia,5,145
From: 05 Mar 2012,To: 05 Mar 2012,Protestant,FY 2012,16,Iran,3,145
From: 05 Mar 2012,To: 05 Mar 2012,Protestant,FY 2012,16,Sudan,6,145

