textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 10 Mar 2015,To: 10 Mar 2015,Afghanistan,FY 2015,29,Moslem,11,543
From: 10 Mar 2015,To: 10 Mar 2015,Afghanistan,FY 2015,29,Moslem Shiite,10,543
From: 10 Mar 2015,To: 10 Mar 2015,Afghanistan,FY 2015,29,Moslem Suni,8,543
From: 10 Mar 2015,To: 10 Mar 2015,Bhutan,FY 2015,87,Buddhist,37,543
From: 10 Mar 2015,To: 10 Mar 2015,Bhutan,FY 2015,87,Christian,6,543
From: 10 Mar 2015,To: 10 Mar 2015,Bhutan,FY 2015,87,Hindu,26,543
From: 10 Mar 2015,To: 10 Mar 2015,Bhutan,FY 2015,87,Kirat,18,543
From: 10 Mar 2015,To: 10 Mar 2015,Burma,FY 2015,149,Baptist,5,543
From: 10 Mar 2015,To: 10 Mar 2015,Burma,FY 2015,149,Buddhist,29,543
From: 10 Mar 2015,To: 10 Mar 2015,Burma,FY 2015,149,Catholic,8,543
From: 10 Mar 2015,To: 10 Mar 2015,Burma,FY 2015,149,Christian,55,543
From: 10 Mar 2015,To: 10 Mar 2015,Burma,FY 2015,149,Methodist,1,543
From: 10 Mar 2015,To: 10 Mar 2015,Burma,FY 2015,149,Moslem,51,543
From: 10 Mar 2015,To: 10 Mar 2015,China,FY 2015,2,Other Religion,2,543
From: 10 Mar 2015,To: 10 Mar 2015,Dem. Rep. Congo,FY 2015,39,Baptist,6,543
From: 10 Mar 2015,To: 10 Mar 2015,Dem. Rep. Congo,FY 2015,39,Christian,6,543
From: 10 Mar 2015,To: 10 Mar 2015,Dem. Rep. Congo,FY 2015,39,Methodist,9,543
From: 10 Mar 2015,To: 10 Mar 2015,Dem. Rep. Congo,FY 2015,39,Pentecostalist,5,543
From: 10 Mar 2015,To: 10 Mar 2015,Dem. Rep. Congo,FY 2015,39,Protestant,13,543
From: 10 Mar 2015,To: 10 Mar 2015,Equatorial Guinea,FY 2015,2,Christian,2,543
From: 10 Mar 2015,To: 10 Mar 2015,Eritrea,FY 2015,6,Catholic,1,543
From: 10 Mar 2015,To: 10 Mar 2015,Eritrea,FY 2015,6,Jehovah Witness,1,543
From: 10 Mar 2015,To: 10 Mar 2015,Eritrea,FY 2015,6,Orthodox,2,543
From: 10 Mar 2015,To: 10 Mar 2015,Eritrea,FY 2015,6,Pentecostalist,2,543
From: 10 Mar 2015,To: 10 Mar 2015,Ethiopia,FY 2015,6,Orthodox,6,543
From: 10 Mar 2015,To: 10 Mar 2015,Iran,FY 2015,27,Atheist,1,543
From: 10 Mar 2015,To: 10 Mar 2015,Iran,FY 2015,27,Bahai,2,543
From: 10 Mar 2015,To: 10 Mar 2015,Iran,FY 2015,27,Christian,22,543
From: 10 Mar 2015,To: 10 Mar 2015,Iran,FY 2015,27,No Religion,1,543
From: 10 Mar 2015,To: 10 Mar 2015,Iran,FY 2015,27,Protestant,1,543
From: 10 Mar 2015,To: 10 Mar 2015,Iraq,FY 2015,54,Moslem,1,543
From: 10 Mar 2015,To: 10 Mar 2015,Iraq,FY 2015,54,Moslem Shiite,22,543
From: 10 Mar 2015,To: 10 Mar 2015,Iraq,FY 2015,54,Moslem Suni,31,543
