textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 22 Feb 2012,To: 22 Feb 2012,Afghanistan,FY 2012,1,Moslem Suni,1,405
From: 22 Feb 2012,To: 22 Feb 2012,Bhutan,FY 2012,105,Buddhist,17,405
From: 22 Feb 2012,To: 22 Feb 2012,Bhutan,FY 2012,105,Christian,13,405
From: 22 Feb 2012,To: 22 Feb 2012,Bhutan,FY 2012,105,Hindu,63,405
From: 22 Feb 2012,To: 22 Feb 2012,Bhutan,FY 2012,105,Kirat,12,405
From: 22 Feb 2012,To: 22 Feb 2012,Burma,FY 2012,132,Animist,12,405
From: 22 Feb 2012,To: 22 Feb 2012,Burma,FY 2012,132,Baptist,3,405
From: 22 Feb 2012,To: 22 Feb 2012,Burma,FY 2012,132,Buddhist,15,405
From: 22 Feb 2012,To: 22 Feb 2012,Burma,FY 2012,132,Catholic,1,405
From: 22 Feb 2012,To: 22 Feb 2012,Burma,FY 2012,132,Christian,97,405
From: 22 Feb 2012,To: 22 Feb 2012,Burma,FY 2012,132,Methodist,4,405
From: 22 Feb 2012,To: 22 Feb 2012,Burundi,FY 2012,4,Catholic,4,405
From: 22 Feb 2012,To: 22 Feb 2012,China,FY 2012,2,Other Religion,2,405
From: 22 Feb 2012,To: 22 Feb 2012,Dem. Rep. Congo,FY 2012,26,Catholic,9,405
From: 22 Feb 2012,To: 22 Feb 2012,Dem. Rep. Congo,FY 2012,26,Protestant,8,405
From: 22 Feb 2012,To: 22 Feb 2012,Dem. Rep. Congo,FY 2012,26,Seventh Day Adventist,9,405
From: 22 Feb 2012,To: 22 Feb 2012,Iran,FY 2012,9,Bahai,6,405
From: 22 Feb 2012,To: 22 Feb 2012,Iran,FY 2012,9,Christian,1,405
From: 22 Feb 2012,To: 22 Feb 2012,Iran,FY 2012,9,Moslem Shiite,1,405
From: 22 Feb 2012,To: 22 Feb 2012,Iran,FY 2012,9,No Religion,1,405
From: 22 Feb 2012,To: 22 Feb 2012,Iraq,FY 2012,71,Catholic,13,405
From: 22 Feb 2012,To: 22 Feb 2012,Iraq,FY 2012,71,Christian,36,405
From: 22 Feb 2012,To: 22 Feb 2012,Iraq,FY 2012,71,Moslem Shiite,2,405
From: 22 Feb 2012,To: 22 Feb 2012,Iraq,FY 2012,71,Moslem Suni,20,405
From: 22 Feb 2012,To: 22 Feb 2012,Moldova,FY 2012,17,Baptist,7,405
From: 22 Feb 2012,To: 22 Feb 2012,Moldova,FY 2012,17,Pentecostalist,4,405
From: 22 Feb 2012,To: 22 Feb 2012,Moldova,FY 2012,17,Seventh Day Adventist,6,405
From: 22 Feb 2012,To: 22 Feb 2012,Somalia,FY 2012,37,Moslem,37,405
From: 22 Feb 2012,To: 22 Feb 2012,Sudan,FY 2012,1,Moslem Suni,1,405

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 22 Feb 2012,To: 22 Feb 2012,Animist,FY 2012,12,Burma,12,405
From: 22 Feb 2012,To: 22 Feb 2012,Bahai,FY 2012,6,Iran,6,405
From: 22 Feb 2012,To: 22 Feb 2012,Baptist,FY 2012,10,Burma,3,405
From: 22 Feb 2012,To: 22 Feb 2012,Baptist,FY 2012,10,Moldova,7,405
From: 22 Feb 2012,To: 22 Feb 2012,Buddhist,FY 2012,32,Bhutan,17,405
From: 22 Feb 2012,To: 22 Feb 2012,Buddhist,FY 2012,32,Burma,15,405
From: 22 Feb 2012,To: 22 Feb 2012,Catholic,FY 2012,27,Burma,1,405
From: 22 Feb 2012,To: 22 Feb 2012,Catholic,FY 2012,27,Burundi,4,405
From: 22 Feb 2012,To: 22 Feb 2012,Catholic,FY 2012,27,Dem. Rep. Congo,9,405
From: 22 Feb 2012,To: 22 Feb 2012,Catholic,FY 2012,27,Iraq,13,405
From: 22 Feb 2012,To: 22 Feb 2012,Christian,FY 2012,147,Bhutan,13,405
From: 22 Feb 2012,To: 22 Feb 2012,Christian,FY 2012,147,Burma,97,405
From: 22 Feb 2012,To: 22 Feb 2012,Christian,FY 2012,147,Iran,1,405
From: 22 Feb 2012,To: 22 Feb 2012,Christian,FY 2012,147,Iraq,36,405
From: 22 Feb 2012,To: 22 Feb 2012,Hindu,FY 2012,63,Bhutan,63,405
From: 22 Feb 2012,To: 22 Feb 2012,Kirat,FY 2012,12,Bhutan,12,405
From: 22 Feb 2012,To: 22 Feb 2012,Methodist,FY 2012,4,Burma,4,405
From: 22 Feb 2012,To: 22 Feb 2012,Moslem,FY 2012,37,Somalia,37,405
From: 22 Feb 2012,To: 22 Feb 2012,Moslem Shiite,FY 2012,3,Iran,1,405
From: 22 Feb 2012,To: 22 Feb 2012,Moslem Shiite,FY 2012,3,Iraq,2,405
From: 22 Feb 2012,To: 22 Feb 2012,Moslem Suni,FY 2012,22,Afghanistan,1,405
From: 22 Feb 2012,To: 22 Feb 2012,Moslem Suni,FY 2012,22,Iraq,20,405
From: 22 Feb 2012,To: 22 Feb 2012,Moslem Suni,FY 2012,22,Sudan,1,405
From: 22 Feb 2012,To: 22 Feb 2012,No Religion,FY 2012,1,Iran,1,405
From: 22 Feb 2012,To: 22 Feb 2012,Other Religion,FY 2012,2,China,2,405
From: 22 Feb 2012,To: 22 Feb 2012,Pentecostalist,FY 2012,4,Moldova,4,405
From: 22 Feb 2012,To: 22 Feb 2012,Protestant,FY 2012,8,Dem. Rep. Congo,8,405
From: 22 Feb 2012,To: 22 Feb 2012,Seventh Day Adventist,FY 2012,15,Dem. Rep. Congo,9,405
From: 22 Feb 2012,To: 22 Feb 2012,Seventh Day Adventist,FY 2012,15,Moldova,6,405

