textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 14 Jun 2012,To: 14 Jun 2012,Bhutan,FY 2012,111,Buddhist,46,426
From: 14 Jun 2012,To: 14 Jun 2012,Bhutan,FY 2012,111,Christian,16,426
From: 14 Jun 2012,To: 14 Jun 2012,Bhutan,FY 2012,111,Hindu,38,426
From: 14 Jun 2012,To: 14 Jun 2012,Bhutan,FY 2012,111,Kirat,11,426
From: 14 Jun 2012,To: 14 Jun 2012,Burma,FY 2012,28,Buddhist,16,426
From: 14 Jun 2012,To: 14 Jun 2012,Burma,FY 2012,28,Christian,12,426
From: 14 Jun 2012,To: 14 Jun 2012,China,FY 2012,2,Other Religion,2,426
From: 14 Jun 2012,To: 14 Jun 2012,Congo,FY 2012,2,Protestant,2,426
From: 14 Jun 2012,To: 14 Jun 2012,Cuba,FY 2012,31,Catholic,6,426
From: 14 Jun 2012,To: 14 Jun 2012,Cuba,FY 2012,31,Jehovah Witness,12,426
From: 14 Jun 2012,To: 14 Jun 2012,Cuba,FY 2012,31,No Religion,12,426
From: 14 Jun 2012,To: 14 Jun 2012,Cuba,FY 2012,31,Other Religion,1,426
From: 14 Jun 2012,To: 14 Jun 2012,Eritrea,FY 2012,3,Catholic,1,426
From: 14 Jun 2012,To: 14 Jun 2012,Eritrea,FY 2012,3,Moslem,1,426
From: 14 Jun 2012,To: 14 Jun 2012,Eritrea,FY 2012,3,Orthodox,1,426
From: 14 Jun 2012,To: 14 Jun 2012,Ethiopia,FY 2012,12,Christian,1,426
From: 14 Jun 2012,To: 14 Jun 2012,Ethiopia,FY 2012,12,Moslem,11,426
From: 14 Jun 2012,To: 14 Jun 2012,Iran,FY 2012,4,Moslem Shiite,4,426
From: 14 Jun 2012,To: 14 Jun 2012,Iraq,FY 2012,111,Catholic,5,426
From: 14 Jun 2012,To: 14 Jun 2012,Iraq,FY 2012,111,Christian,20,426
From: 14 Jun 2012,To: 14 Jun 2012,Iraq,FY 2012,111,Moslem Shiite,52,426
From: 14 Jun 2012,To: 14 Jun 2012,Iraq,FY 2012,111,Moslem Suni,22,426
From: 14 Jun 2012,To: 14 Jun 2012,Iraq,FY 2012,111,Orthodox,12,426
From: 14 Jun 2012,To: 14 Jun 2012,Liberia,FY 2012,2,Christian,2,426
From: 14 Jun 2012,To: 14 Jun 2012,Pakistan,FY 2012,1,Ahmadiyya,1,426
From: 14 Jun 2012,To: 14 Jun 2012,Palestine,FY 2012,6,Moslem Suni,6,426
From: 14 Jun 2012,To: 14 Jun 2012,Rwanda,FY 2012,5,Seventh Day Adventist,5,426
