textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 08 Oct 2004,To: 08 Oct 2004,Colombia,FY 2005,5,Catholic,5,23
From: 08 Oct 2004,To: 08 Oct 2004,Ethiopia,FY 2005,1,Moslem,1,23
From: 08 Oct 2004,To: 08 Oct 2004,Laos,FY 2005,15,Ancestral Worship,13,23
From: 08 Oct 2004,To: 08 Oct 2004,Laos,FY 2005,15,Christian,2,23
From: 08 Oct 2004,To: 08 Oct 2004,Russia,FY 2005,1,Moslem,1,23
From: 08 Oct 2004,To: 08 Oct 2004,Somalia,FY 2005,1,Moslem,1,23

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 08 Oct 2004,To: 08 Oct 2004,Ancestral Worship,FY 2005,13,Laos,13,23
From: 08 Oct 2004,To: 08 Oct 2004,Catholic,FY 2005,5,Colombia,5,23
From: 08 Oct 2004,To: 08 Oct 2004,Christian,FY 2005,2,Laos,2,23
From: 08 Oct 2004,To: 08 Oct 2004,Moslem,FY 2005,3,Ethiopia,1,23
From: 08 Oct 2004,To: 08 Oct 2004,Moslem,FY 2005,3,Russia,1,23
From: 08 Oct 2004,To: 08 Oct 2004,Moslem,FY 2005,3,Somalia,1,23

