textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 14 Oct 2016,To: 14 Oct 2016,Central African Republic,FY 2017,4,Protestant,4,12
From: 14 Oct 2016,To: 14 Oct 2016,Dem. Rep. Congo,FY 2017,2,Christian,2,12
From: 14 Oct 2016,To: 14 Oct 2016,Ethiopia,FY 2017,1,Moslem,1,12
From: 14 Oct 2016,To: 14 Oct 2016,Iraq,FY 2017,5,Moslem Shiite,5,12

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 14 Oct 2016,To: 14 Oct 2016,Christian,FY 2017,2,Dem. Rep. Congo,2,12
From: 14 Oct 2016,To: 14 Oct 2016,Moslem,FY 2017,1,Ethiopia,1,12
From: 14 Oct 2016,To: 14 Oct 2016,Moslem Shiite,FY 2017,5,Iraq,5,12
From: 14 Oct 2016,To: 14 Oct 2016,Protestant,FY 2017,4,Central African Republic,4,12

