textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 10 Dec 2014,To: 10 Dec 2014,Belarus,FY 2015,5,Baptist,5,301
From: 10 Dec 2014,To: 10 Dec 2014,Bhutan,FY 2015,37,Christian,17,301
From: 10 Dec 2014,To: 10 Dec 2014,Bhutan,FY 2015,37,Hindu,17,301
From: 10 Dec 2014,To: 10 Dec 2014,Bhutan,FY 2015,37,Kirat,3,301
From: 10 Dec 2014,To: 10 Dec 2014,Burma,FY 2015,59,Baptist,5,301
From: 10 Dec 2014,To: 10 Dec 2014,Burma,FY 2015,59,Buddhist,3,301
From: 10 Dec 2014,To: 10 Dec 2014,Burma,FY 2015,59,Christian,46,301
From: 10 Dec 2014,To: 10 Dec 2014,Burma,FY 2015,59,Moslem,5,301
From: 10 Dec 2014,To: 10 Dec 2014,Dem. Rep. Congo,FY 2015,40,Catholic,16,301
From: 10 Dec 2014,To: 10 Dec 2014,Dem. Rep. Congo,FY 2015,40,Christian,1,301
From: 10 Dec 2014,To: 10 Dec 2014,Dem. Rep. Congo,FY 2015,40,Moslem,2,301
From: 10 Dec 2014,To: 10 Dec 2014,Dem. Rep. Congo,FY 2015,40,Pentecostalist,15,301
From: 10 Dec 2014,To: 10 Dec 2014,Dem. Rep. Congo,FY 2015,40,Protestant,6,301
From: 10 Dec 2014,To: 10 Dec 2014,Iran,FY 2015,23,Christian,18,301
From: 10 Dec 2014,To: 10 Dec 2014,Iran,FY 2015,23,Jewish,1,301
From: 10 Dec 2014,To: 10 Dec 2014,Iran,FY 2015,23,Moslem Shiite,4,301
From: 10 Dec 2014,To: 10 Dec 2014,Iraq,FY 2015,84,Catholic,8,301
From: 10 Dec 2014,To: 10 Dec 2014,Iraq,FY 2015,84,Christian,1,301
From: 10 Dec 2014,To: 10 Dec 2014,Iraq,FY 2015,84,Moslem,6,301
From: 10 Dec 2014,To: 10 Dec 2014,Iraq,FY 2015,84,Moslem Shiite,42,301
From: 10 Dec 2014,To: 10 Dec 2014,Iraq,FY 2015,84,Moslem Suni,27,301
From: 10 Dec 2014,To: 10 Dec 2014,Sierra Leone,FY 2015,1,Christian,1,301
From: 10 Dec 2014,To: 10 Dec 2014,Somalia,FY 2015,48,Moslem,48,301
From: 10 Dec 2014,To: 10 Dec 2014,Sudan,FY 2015,2,Moslem,2,301
From: 10 Dec 2014,To: 10 Dec 2014,Syria,FY 2015,2,Christian,2,301

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 10 Dec 2014,To: 10 Dec 2014,Baptist,FY 2015,10,Belarus,5,301
From: 10 Dec 2014,To: 10 Dec 2014,Baptist,FY 2015,10,Burma,5,301
From: 10 Dec 2014,To: 10 Dec 2014,Buddhist,FY 2015,3,Burma,3,301
From: 10 Dec 2014,To: 10 Dec 2014,Catholic,FY 2015,24,Dem. Rep. Congo,16,301
From: 10 Dec 2014,To: 10 Dec 2014,Catholic,FY 2015,24,Iraq,8,301
From: 10 Dec 2014,To: 10 Dec 2014,Christian,FY 2015,86,Bhutan,17,301
From: 10 Dec 2014,To: 10 Dec 2014,Christian,FY 2015,86,Burma,46,301
From: 10 Dec 2014,To: 10 Dec 2014,Christian,FY 2015,86,Dem. Rep. Congo,1,301
From: 10 Dec 2014,To: 10 Dec 2014,Christian,FY 2015,86,Iran,18,301
From: 10 Dec 2014,To: 10 Dec 2014,Christian,FY 2015,86,Iraq,1,301
From: 10 Dec 2014,To: 10 Dec 2014,Christian,FY 2015,86,Sierra Leone,1,301
From: 10 Dec 2014,To: 10 Dec 2014,Christian,FY 2015,86,Syria,2,301
From: 10 Dec 2014,To: 10 Dec 2014,Hindu,FY 2015,17,Bhutan,17,301
From: 10 Dec 2014,To: 10 Dec 2014,Jewish,FY 2015,1,Iran,1,301
From: 10 Dec 2014,To: 10 Dec 2014,Kirat,FY 2015,3,Bhutan,3,301
From: 10 Dec 2014,To: 10 Dec 2014,Moslem,FY 2015,63,Burma,5,301
From: 10 Dec 2014,To: 10 Dec 2014,Moslem,FY 2015,63,Dem. Rep. Congo,2,301
From: 10 Dec 2014,To: 10 Dec 2014,Moslem,FY 2015,63,Iraq,6,301
From: 10 Dec 2014,To: 10 Dec 2014,Moslem,FY 2015,63,Somalia,48,301
From: 10 Dec 2014,To: 10 Dec 2014,Moslem,FY 2015,63,Sudan,2,301
From: 10 Dec 2014,To: 10 Dec 2014,Moslem Shiite,FY 2015,46,Iran,4,301
From: 10 Dec 2014,To: 10 Dec 2014,Moslem Shiite,FY 2015,46,Iraq,42,301
From: 10 Dec 2014,To: 10 Dec 2014,Moslem Suni,FY 2015,27,Iraq,27,301
From: 10 Dec 2014,To: 10 Dec 2014,Pentecostalist,FY 2015,15,Dem. Rep. Congo,15,301
From: 10 Dec 2014,To: 10 Dec 2014,Protestant,FY 2015,6,Dem. Rep. Congo,6,301

