textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 17 Apr 2003,To: 17 Apr 2003,Afghanistan,FY 2003,23,Moslem,1,254
From: 17 Apr 2003,To: 17 Apr 2003,Afghanistan,FY 2003,23,Moslem Shiite,3,254
From: 17 Apr 2003,To: 17 Apr 2003,Afghanistan,FY 2003,23,Moslem Suni,19,254
From: 17 Apr 2003,To: 17 Apr 2003,Eritrea,FY 2003,2,Jehovah Witness,2,254
From: 17 Apr 2003,To: 17 Apr 2003,Estonia,FY 2003,4,No Religion,4,254
From: 17 Apr 2003,To: 17 Apr 2003,Ethiopia,FY 2003,32,Christian,8,254
From: 17 Apr 2003,To: 17 Apr 2003,Ethiopia,FY 2003,32,Moslem,19,254
From: 17 Apr 2003,To: 17 Apr 2003,Ethiopia,FY 2003,32,Orthodox,5,254
From: 17 Apr 2003,To: 17 Apr 2003,Iran,FY 2003,3,Moslem,3,254
From: 17 Apr 2003,To: 17 Apr 2003,Nigeria,FY 2003,4,Unknown,4,254
From: 17 Apr 2003,To: 17 Apr 2003,Rwanda,FY 2003,1,Catholic,1,254
From: 17 Apr 2003,To: 17 Apr 2003,Serbia,FY 2003,31,Orthodox,31,254
From: 17 Apr 2003,To: 17 Apr 2003,Somalia,FY 2003,31,Moslem,31,254
From: 17 Apr 2003,To: 17 Apr 2003,Sudan,FY 2003,63,Catholic,45,254
From: 17 Apr 2003,To: 17 Apr 2003,Sudan,FY 2003,63,Evangelical Christian,8,254
From: 17 Apr 2003,To: 17 Apr 2003,Sudan,FY 2003,63,Moslem,8,254
From: 17 Apr 2003,To: 17 Apr 2003,Sudan,FY 2003,63,Protestant,2,254
From: 17 Apr 2003,To: 17 Apr 2003,Ukraine,FY 2003,30,Jewish,4,254
From: 17 Apr 2003,To: 17 Apr 2003,Ukraine,FY 2003,30,Pentecostalist,26,254
From: 17 Apr 2003,To: 17 Apr 2003,Vietnam,FY 2003,30,Unknown,30,254

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 17 Apr 2003,To: 17 Apr 2003,Catholic,FY 2003,46,Rwanda,1,254
From: 17 Apr 2003,To: 17 Apr 2003,Catholic,FY 2003,46,Sudan,45,254
From: 17 Apr 2003,To: 17 Apr 2003,Christian,FY 2003,8,Ethiopia,8,254
From: 17 Apr 2003,To: 17 Apr 2003,Evangelical Christian,FY 2003,8,Sudan,8,254
From: 17 Apr 2003,To: 17 Apr 2003,Jehovah Witness,FY 2003,2,Eritrea,2,254
From: 17 Apr 2003,To: 17 Apr 2003,Jewish,FY 2003,4,Ukraine,4,254
From: 17 Apr 2003,To: 17 Apr 2003,Moslem,FY 2003,62,Afghanistan,1,254
From: 17 Apr 2003,To: 17 Apr 2003,Moslem,FY 2003,62,Ethiopia,19,254
From: 17 Apr 2003,To: 17 Apr 2003,Moslem,FY 2003,62,Iran,3,254
From: 17 Apr 2003,To: 17 Apr 2003,Moslem,FY 2003,62,Somalia,31,254
From: 17 Apr 2003,To: 17 Apr 2003,Moslem,FY 2003,62,Sudan,8,254
From: 17 Apr 2003,To: 17 Apr 2003,Moslem Shiite,FY 2003,3,Afghanistan,3,254
From: 17 Apr 2003,To: 17 Apr 2003,Moslem Suni,FY 2003,19,Afghanistan,19,254
From: 17 Apr 2003,To: 17 Apr 2003,No Religion,FY 2003,4,Estonia,4,254
From: 17 Apr 2003,To: 17 Apr 2003,Orthodox,FY 2003,36,Ethiopia,5,254
From: 17 Apr 2003,To: 17 Apr 2003,Orthodox,FY 2003,36,Serbia,31,254
From: 17 Apr 2003,To: 17 Apr 2003,Pentecostalist,FY 2003,26,Ukraine,26,254
From: 17 Apr 2003,To: 17 Apr 2003,Protestant,FY 2003,2,Sudan,2,254
From: 17 Apr 2003,To: 17 Apr 2003,Unknown,FY 2003,34,Nigeria,4,254
From: 17 Apr 2003,To: 17 Apr 2003,Unknown,FY 2003,34,Vietnam,30,254

