textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 25 Jun 2014,To: 25 Jun 2014,Afghanistan,FY 2014,5,Moslem Suni,5,632
From: 25 Jun 2014,To: 25 Jun 2014,Armenia,FY 2014,2,Pentecostalist,2,632
From: 25 Jun 2014,To: 25 Jun 2014,Belarus,FY 2014,7,Pentecostalist,7,632
From: 25 Jun 2014,To: 25 Jun 2014,Bhutan,FY 2014,31,Christian,12,632
From: 25 Jun 2014,To: 25 Jun 2014,Bhutan,FY 2014,31,Hindu,13,632
From: 25 Jun 2014,To: 25 Jun 2014,Bhutan,FY 2014,31,Kirat,6,632
From: 25 Jun 2014,To: 25 Jun 2014,Burma,FY 2014,218,Baptist,9,632
From: 25 Jun 2014,To: 25 Jun 2014,Burma,FY 2014,218,Buddhist,46,632
From: 25 Jun 2014,To: 25 Jun 2014,Burma,FY 2014,218,Catholic,5,632
From: 25 Jun 2014,To: 25 Jun 2014,Burma,FY 2014,218,Christian,145,632
From: 25 Jun 2014,To: 25 Jun 2014,Burma,FY 2014,218,Hindu,1,632
From: 25 Jun 2014,To: 25 Jun 2014,Burma,FY 2014,218,Jehovah Witness,4,632
From: 25 Jun 2014,To: 25 Jun 2014,Burma,FY 2014,218,Moslem,8,632
From: 25 Jun 2014,To: 25 Jun 2014,Dem. Rep. Congo,FY 2014,98,Catholic,15,632
From: 25 Jun 2014,To: 25 Jun 2014,Dem. Rep. Congo,FY 2014,98,Christian,5,632
From: 25 Jun 2014,To: 25 Jun 2014,Dem. Rep. Congo,FY 2014,98,Pentecostalist,22,632
From: 25 Jun 2014,To: 25 Jun 2014,Dem. Rep. Congo,FY 2014,98,Protestant,27,632
From: 25 Jun 2014,To: 25 Jun 2014,Dem. Rep. Congo,FY 2014,98,Seventh Day Adventist,29,632
From: 25 Jun 2014,To: 25 Jun 2014,Eritrea,FY 2014,22,Catholic,2,632
From: 25 Jun 2014,To: 25 Jun 2014,Eritrea,FY 2014,22,Christian,1,632
From: 25 Jun 2014,To: 25 Jun 2014,Eritrea,FY 2014,22,Moslem,2,632
From: 25 Jun 2014,To: 25 Jun 2014,Eritrea,FY 2014,22,Moslem Suni,1,632
From: 25 Jun 2014,To: 25 Jun 2014,Eritrea,FY 2014,22,Orthodox,15,632
From: 25 Jun 2014,To: 25 Jun 2014,Eritrea,FY 2014,22,Pentecostalist,1,632
From: 25 Jun 2014,To: 25 Jun 2014,Ethiopia,FY 2014,3,Christian,2,632
From: 25 Jun 2014,To: 25 Jun 2014,Ethiopia,FY 2014,3,Moslem,1,632
From: 25 Jun 2014,To: 25 Jun 2014,Iran,FY 2014,36,Bahai,1,632
From: 25 Jun 2014,To: 25 Jun 2014,Iran,FY 2014,36,Christian,24,632
From: 25 Jun 2014,To: 25 Jun 2014,Iran,FY 2014,36,Sabeans-Mandean,6,632
From: 25 Jun 2014,To: 25 Jun 2014,Iran,FY 2014,36,Zoroastrian,5,632
From: 25 Jun 2014,To: 25 Jun 2014,Iraq,FY 2014,101,Catholic,10,632
From: 25 Jun 2014,To: 25 Jun 2014,Iraq,FY 2014,101,Christian,7,632
From: 25 Jun 2014,To: 25 Jun 2014,Iraq,FY 2014,101,Moslem,4,632
From: 25 Jun 2014,To: 25 Jun 2014,Iraq,FY 2014,101,Moslem Shiite,24,632
From: 25 Jun 2014,To: 25 Jun 2014,Iraq,FY 2014,101,Moslem Suni,53,632
From: 25 Jun 2014,To: 25 Jun 2014,Iraq,FY 2014,101,Sabeans-Mandean,3,632
From: 25 Jun 2014,To: 25 Jun 2014,Nepal,FY 2014,3,Buddhist,1,632
From: 25 Jun 2014,To: 25 Jun 2014,Nepal,FY 2014,3,Christian,1,632
From: 25 Jun 2014,To: 25 Jun 2014,Nepal,FY 2014,3,Hindu,1,632
From: 25 Jun 2014,To: 25 Jun 2014,Pakistan,FY 2014,7,Ahmadiyya,7,632
From: 25 Jun 2014,To: 25 Jun 2014,Russia,FY 2014,9,Jewish,6,632
From: 25 Jun 2014,To: 25 Jun 2014,Russia,FY 2014,9,No Religion,3,632
From: 25 Jun 2014,To: 25 Jun 2014,Somalia,FY 2014,70,Christian,3,632
From: 25 Jun 2014,To: 25 Jun 2014,Somalia,FY 2014,70,Moslem,48,632
From: 25 Jun 2014,To: 25 Jun 2014,Somalia,FY 2014,70,Moslem Suni,19,632
From: 25 Jun 2014,To: 25 Jun 2014,Sri Lanka (Ceylon),FY 2014,1,Hindu,1,632
From: 25 Jun 2014,To: 25 Jun 2014,Syria,FY 2014,1,Moslem Suni,1,632
From: 25 Jun 2014,To: 25 Jun 2014,Ukraine,FY 2014,15,Jewish,3,632
From: 25 Jun 2014,To: 25 Jun 2014,Ukraine,FY 2014,15,Pentecostalist,8,632
From: 25 Jun 2014,To: 25 Jun 2014,Ukraine,FY 2014,15,Seventh Day Adventist,4,632
From: 25 Jun 2014,To: 25 Jun 2014,Vietnam,FY 2014,3,No Religion,3,632

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 25 Jun 2014,To: 25 Jun 2014,Ahmadiyya,FY 2014,7,Pakistan,7,632
From: 25 Jun 2014,To: 25 Jun 2014,Bahai,FY 2014,1,Iran,1,632
From: 25 Jun 2014,To: 25 Jun 2014,Baptist,FY 2014,9,Burma,9,632
From: 25 Jun 2014,To: 25 Jun 2014,Buddhist,FY 2014,47,Burma,46,632
From: 25 Jun 2014,To: 25 Jun 2014,Buddhist,FY 2014,47,Nepal,1,632
From: 25 Jun 2014,To: 25 Jun 2014,Catholic,FY 2014,32,Burma,5,632
From: 25 Jun 2014,To: 25 Jun 2014,Catholic,FY 2014,32,Dem. Rep. Congo,15,632
From: 25 Jun 2014,To: 25 Jun 2014,Catholic,FY 2014,32,Eritrea,2,632
From: 25 Jun 2014,To: 25 Jun 2014,Catholic,FY 2014,32,Iraq,10,632
From: 25 Jun 2014,To: 25 Jun 2014,Christian,FY 2014,200,Bhutan,12,632
From: 25 Jun 2014,To: 25 Jun 2014,Christian,FY 2014,200,Burma,145,632
From: 25 Jun 2014,To: 25 Jun 2014,Christian,FY 2014,200,Dem. Rep. Congo,5,632
From: 25 Jun 2014,To: 25 Jun 2014,Christian,FY 2014,200,Eritrea,1,632
From: 25 Jun 2014,To: 25 Jun 2014,Christian,FY 2014,200,Ethiopia,2,632
From: 25 Jun 2014,To: 25 Jun 2014,Christian,FY 2014,200,Iran,24,632
From: 25 Jun 2014,To: 25 Jun 2014,Christian,FY 2014,200,Iraq,7,632
From: 25 Jun 2014,To: 25 Jun 2014,Christian,FY 2014,200,Nepal,1,632
From: 25 Jun 2014,To: 25 Jun 2014,Christian,FY 2014,200,Somalia,3,632
From: 25 Jun 2014,To: 25 Jun 2014,Hindu,FY 2014,16,Bhutan,13,632
From: 25 Jun 2014,To: 25 Jun 2014,Hindu,FY 2014,16,Burma,1,632
From: 25 Jun 2014,To: 25 Jun 2014,Hindu,FY 2014,16,Nepal,1,632
From: 25 Jun 2014,To: 25 Jun 2014,Hindu,FY 2014,16,Sri Lanka (Ceylon),1,632
From: 25 Jun 2014,To: 25 Jun 2014,Jehovah Witness,FY 2014,4,Burma,4,632
From: 25 Jun 2014,To: 25 Jun 2014,Jewish,FY 2014,9,Russia,6,632
From: 25 Jun 2014,To: 25 Jun 2014,Jewish,FY 2014,9,Ukraine,3,632
From: 25 Jun 2014,To: 25 Jun 2014,Kirat,FY 2014,6,Bhutan,6,632
From: 25 Jun 2014,To: 25 Jun 2014,Moslem,FY 2014,63,Burma,8,632
From: 25 Jun 2014,To: 25 Jun 2014,Moslem,FY 2014,63,Eritrea,2,632
From: 25 Jun 2014,To: 25 Jun 2014,Moslem,FY 2014,63,Ethiopia,1,632
From: 25 Jun 2014,To: 25 Jun 2014,Moslem,FY 2014,63,Iraq,4,632
From: 25 Jun 2014,To: 25 Jun 2014,Moslem,FY 2014,63,Somalia,48,632
From: 25 Jun 2014,To: 25 Jun 2014,Moslem Shiite,FY 2014,24,Iraq,24,632
From: 25 Jun 2014,To: 25 Jun 2014,Moslem Suni,FY 2014,79,Afghanistan,5,632
From: 25 Jun 2014,To: 25 Jun 2014,Moslem Suni,FY 2014,79,Eritrea,1,632
From: 25 Jun 2014,To: 25 Jun 2014,Moslem Suni,FY 2014,79,Iraq,53,632
From: 25 Jun 2014,To: 25 Jun 2014,Moslem Suni,FY 2014,79,Somalia,19,632
From: 25 Jun 2014,To: 25 Jun 2014,Moslem Suni,FY 2014,79,Syria,1,632
From: 25 Jun 2014,To: 25 Jun 2014,No Religion,FY 2014,6,Russia,3,632
From: 25 Jun 2014,To: 25 Jun 2014,No Religion,FY 2014,6,Vietnam,3,632
From: 25 Jun 2014,To: 25 Jun 2014,Orthodox,FY 2014,15,Eritrea,15,632
From: 25 Jun 2014,To: 25 Jun 2014,Pentecostalist,FY 2014,40,Armenia,2,632
From: 25 Jun 2014,To: 25 Jun 2014,Pentecostalist,FY 2014,40,Belarus,7,632
From: 25 Jun 2014,To: 25 Jun 2014,Pentecostalist,FY 2014,40,Dem. Rep. Congo,22,632
From: 25 Jun 2014,To: 25 Jun 2014,Pentecostalist,FY 2014,40,Eritrea,1,632
From: 25 Jun 2014,To: 25 Jun 2014,Pentecostalist,FY 2014,40,Ukraine,8,632
From: 25 Jun 2014,To: 25 Jun 2014,Protestant,FY 2014,27,Dem. Rep. Congo,27,632
From: 25 Jun 2014,To: 25 Jun 2014,Sabeans-Mandean,FY 2014,9,Iran,6,632
From: 25 Jun 2014,To: 25 Jun 2014,Sabeans-Mandean,FY 2014,9,Iraq,3,632
From: 25 Jun 2014,To: 25 Jun 2014,Seventh Day Adventist,FY 2014,33,Dem. Rep. Congo,29,632
From: 25 Jun 2014,To: 25 Jun 2014,Seventh Day Adventist,FY 2014,33,Ukraine,4,632
From: 25 Jun 2014,To: 25 Jun 2014,Zoroastrian,FY 2014,5,Iran,5,632

