textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 06 May 2013,To: 06 May 2013,Afghanistan,FY 2013,3,Moslem Shiite,3,107
From: 06 May 2013,To: 06 May 2013,Bhutan,FY 2013,4,Buddhist,4,107
From: 06 May 2013,To: 06 May 2013,Burma,FY 2013,50,Baptist,4,107
From: 06 May 2013,To: 06 May 2013,Burma,FY 2013,50,Buddhist,5,107
From: 06 May 2013,To: 06 May 2013,Burma,FY 2013,50,Christian,40,107
From: 06 May 2013,To: 06 May 2013,Burma,FY 2013,50,Methodist,1,107
From: 06 May 2013,To: 06 May 2013,Colombia,FY 2013,14,Catholic,5,107
From: 06 May 2013,To: 06 May 2013,Colombia,FY 2013,14,Christian,9,107
From: 06 May 2013,To: 06 May 2013,Ethiopia,FY 2013,1,Christian,1,107
From: 06 May 2013,To: 06 May 2013,Iran,FY 2013,9,Bahai,7,107
From: 06 May 2013,To: 06 May 2013,Iran,FY 2013,9,Moslem Shiite,2,107
From: 06 May 2013,To: 06 May 2013,Iraq,FY 2013,23,Catholic,6,107
From: 06 May 2013,To: 06 May 2013,Iraq,FY 2013,23,Moslem Shiite,3,107
From: 06 May 2013,To: 06 May 2013,Iraq,FY 2013,23,Moslem Suni,10,107
From: 06 May 2013,To: 06 May 2013,Iraq,FY 2013,23,Other Religion,1,107
From: 06 May 2013,To: 06 May 2013,Iraq,FY 2013,23,Yazidi,3,107
From: 06 May 2013,To: 06 May 2013,Sri Lanka (Ceylon),FY 2013,3,Christian,3,107

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 06 May 2013,To: 06 May 2013,Bahai,FY 2013,7,Iran,7,107
From: 06 May 2013,To: 06 May 2013,Baptist,FY 2013,4,Burma,4,107
From: 06 May 2013,To: 06 May 2013,Buddhist,FY 2013,9,Bhutan,4,107
From: 06 May 2013,To: 06 May 2013,Buddhist,FY 2013,9,Burma,5,107
From: 06 May 2013,To: 06 May 2013,Catholic,FY 2013,11,Colombia,5,107
From: 06 May 2013,To: 06 May 2013,Catholic,FY 2013,11,Iraq,6,107
From: 06 May 2013,To: 06 May 2013,Christian,FY 2013,53,Burma,40,107
From: 06 May 2013,To: 06 May 2013,Christian,FY 2013,53,Colombia,9,107
From: 06 May 2013,To: 06 May 2013,Christian,FY 2013,53,Ethiopia,1,107
From: 06 May 2013,To: 06 May 2013,Christian,FY 2013,53,Sri Lanka (Ceylon),3,107
From: 06 May 2013,To: 06 May 2013,Methodist,FY 2013,1,Burma,1,107
From: 06 May 2013,To: 06 May 2013,Moslem Shiite,FY 2013,8,Afghanistan,3,107
From: 06 May 2013,To: 06 May 2013,Moslem Shiite,FY 2013,8,Iran,2,107
From: 06 May 2013,To: 06 May 2013,Moslem Shiite,FY 2013,8,Iraq,3,107
From: 06 May 2013,To: 06 May 2013,Moslem Suni,FY 2013,10,Iraq,10,107
From: 06 May 2013,To: 06 May 2013,Other Religion,FY 2013,1,Iraq,1,107
From: 06 May 2013,To: 06 May 2013,Yazidi,FY 2013,3,Iraq,3,107

