textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 23 May 2011,To: 23 May 2011,Afghanistan,FY 2011,3,Moslem Shiite,3,76
From: 23 May 2011,To: 23 May 2011,Bhutan,FY 2011,13,Christian,3,76
From: 23 May 2011,To: 23 May 2011,Bhutan,FY 2011,13,Hindu,10,76
From: 23 May 2011,To: 23 May 2011,Burma,FY 2011,50,Baptist,6,76
From: 23 May 2011,To: 23 May 2011,Burma,FY 2011,50,Buddhist,6,76
From: 23 May 2011,To: 23 May 2011,Burma,FY 2011,50,Catholic,3,76
From: 23 May 2011,To: 23 May 2011,Burma,FY 2011,50,Christian,35,76
From: 23 May 2011,To: 23 May 2011,Iraq,FY 2011,10,Moslem Shiite,8,76
From: 23 May 2011,To: 23 May 2011,Iraq,FY 2011,10,Moslem Suni,2,76

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 23 May 2011,To: 23 May 2011,Baptist,FY 2011,6,Burma,6,76
From: 23 May 2011,To: 23 May 2011,Buddhist,FY 2011,6,Burma,6,76
From: 23 May 2011,To: 23 May 2011,Catholic,FY 2011,3,Burma,3,76
From: 23 May 2011,To: 23 May 2011,Christian,FY 2011,38,Bhutan,3,76
From: 23 May 2011,To: 23 May 2011,Christian,FY 2011,38,Burma,35,76
From: 23 May 2011,To: 23 May 2011,Hindu,FY 2011,10,Bhutan,10,76
From: 23 May 2011,To: 23 May 2011,Moslem Shiite,FY 2011,11,Afghanistan,3,76
From: 23 May 2011,To: 23 May 2011,Moslem Shiite,FY 2011,11,Iraq,8,76
From: 23 May 2011,To: 23 May 2011,Moslem Suni,FY 2011,2,Iraq,2,76

