textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 29 Aug 2013,To: 29 Aug 2013,Afghanistan,FY 2013,1,Moslem Suni,1,518
From: 29 Aug 2013,To: 29 Aug 2013,Bhutan,FY 2013,67,Buddhist,21,518
From: 29 Aug 2013,To: 29 Aug 2013,Bhutan,FY 2013,67,Christian,3,518
From: 29 Aug 2013,To: 29 Aug 2013,Bhutan,FY 2013,67,Hindu,21,518
From: 29 Aug 2013,To: 29 Aug 2013,Bhutan,FY 2013,67,Kirat,22,518
From: 29 Aug 2013,To: 29 Aug 2013,Burma,FY 2013,111,Animist,17,518
From: 29 Aug 2013,To: 29 Aug 2013,Burma,FY 2013,111,Baptist,2,518
From: 29 Aug 2013,To: 29 Aug 2013,Burma,FY 2013,111,Buddhist,14,518
From: 29 Aug 2013,To: 29 Aug 2013,Burma,FY 2013,111,Catholic,9,518
From: 29 Aug 2013,To: 29 Aug 2013,Burma,FY 2013,111,Christian,69,518
From: 29 Aug 2013,To: 29 Aug 2013,Colombia,FY 2013,13,Catholic,8,518
From: 29 Aug 2013,To: 29 Aug 2013,Colombia,FY 2013,13,Christian,5,518
From: 29 Aug 2013,To: 29 Aug 2013,Cuba,FY 2013,66,Baptist,3,518
From: 29 Aug 2013,To: 29 Aug 2013,Cuba,FY 2013,66,Catholic,17,518
From: 29 Aug 2013,To: 29 Aug 2013,Cuba,FY 2013,66,Jehovah Witness,27,518
From: 29 Aug 2013,To: 29 Aug 2013,Cuba,FY 2013,66,No Religion,16,518
From: 29 Aug 2013,To: 29 Aug 2013,Cuba,FY 2013,66,Pentecostalist,3,518
From: 29 Aug 2013,To: 29 Aug 2013,Egypt,FY 2013,2,Catholic,2,518
From: 29 Aug 2013,To: 29 Aug 2013,Eritrea,FY 2013,1,Pentecostalist,1,518
From: 29 Aug 2013,To: 29 Aug 2013,Georgia,FY 2013,1,Orthodox,1,518
From: 29 Aug 2013,To: 29 Aug 2013,Iran,FY 2013,12,Atheist,1,518
From: 29 Aug 2013,To: 29 Aug 2013,Iran,FY 2013,12,Bahai,3,518
From: 29 Aug 2013,To: 29 Aug 2013,Iran,FY 2013,12,Christian,1,518
From: 29 Aug 2013,To: 29 Aug 2013,Iran,FY 2013,12,No Religion,1,518
From: 29 Aug 2013,To: 29 Aug 2013,Iran,FY 2013,12,Protestant,1,518
From: 29 Aug 2013,To: 29 Aug 2013,Iran,FY 2013,12,Zoroastrian,5,518
From: 29 Aug 2013,To: 29 Aug 2013,Iraq,FY 2013,203,Catholic,6,518
From: 29 Aug 2013,To: 29 Aug 2013,Iraq,FY 2013,203,Christian,29,518
From: 29 Aug 2013,To: 29 Aug 2013,Iraq,FY 2013,203,Moslem,1,518
From: 29 Aug 2013,To: 29 Aug 2013,Iraq,FY 2013,203,Moslem Shiite,81,518
From: 29 Aug 2013,To: 29 Aug 2013,Iraq,FY 2013,203,Moslem Suni,71,518
From: 29 Aug 2013,To: 29 Aug 2013,Iraq,FY 2013,203,Orthodox,13,518
From: 29 Aug 2013,To: 29 Aug 2013,Iraq,FY 2013,203,Sabeans-Mandean,2,518
From: 29 Aug 2013,To: 29 Aug 2013,Nepal,FY 2013,1,Christian,1,518
