textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 08 Sep 2004,To: 08 Sep 2004,Bosnia and Herzegovina,FY 2004,5,Moslem,4,646
From: 08 Sep 2004,To: 08 Sep 2004,Bosnia and Herzegovina,FY 2004,5,Orthodox,1,646
From: 08 Sep 2004,To: 08 Sep 2004,Burma,FY 2004,33,Buddhist,20,646
From: 08 Sep 2004,To: 08 Sep 2004,Burma,FY 2004,33,Protestant,13,646
From: 08 Sep 2004,To: 08 Sep 2004,Croatia,FY 2004,1,Orthodox,1,646
From: 08 Sep 2004,To: 08 Sep 2004,Cuba,FY 2004,70,Baptist,5,646
From: 08 Sep 2004,To: 08 Sep 2004,Cuba,FY 2004,70,Catholic,16,646
From: 08 Sep 2004,To: 08 Sep 2004,Cuba,FY 2004,70,Evangelical Christian,10,646
From: 08 Sep 2004,To: 08 Sep 2004,Cuba,FY 2004,70,Jehovah Witness,20,646
From: 08 Sep 2004,To: 08 Sep 2004,Cuba,FY 2004,70,No Religion,19,646
From: 08 Sep 2004,To: 08 Sep 2004,Ethiopia,FY 2004,44,Christian,7,646
From: 08 Sep 2004,To: 08 Sep 2004,Ethiopia,FY 2004,44,Moslem,22,646
From: 08 Sep 2004,To: 08 Sep 2004,Ethiopia,FY 2004,44,Orthodox,15,646
From: 08 Sep 2004,To: 08 Sep 2004,Iran,FY 2004,70,Bahai,60,646
From: 08 Sep 2004,To: 08 Sep 2004,Iran,FY 2004,70,Baptist,3,646
From: 08 Sep 2004,To: 08 Sep 2004,Iran,FY 2004,70,Christian,1,646
From: 08 Sep 2004,To: 08 Sep 2004,Iran,FY 2004,70,Jewish,2,646
From: 08 Sep 2004,To: 08 Sep 2004,Iran,FY 2004,70,Moslem,4,646
From: 08 Sep 2004,To: 08 Sep 2004,Laos,FY 2004,184,Ancestral Worship,180,646
From: 08 Sep 2004,To: 08 Sep 2004,Laos,FY 2004,184,Christian,4,646
From: 08 Sep 2004,To: 08 Sep 2004,Liberia,FY 2004,70,Baptist,1,646
From: 08 Sep 2004,To: 08 Sep 2004,Liberia,FY 2004,70,Christian,41,646
From: 08 Sep 2004,To: 08 Sep 2004,Liberia,FY 2004,70,Evangelical Christian,3,646
From: 08 Sep 2004,To: 08 Sep 2004,Liberia,FY 2004,70,Lutheran,9,646
From: 08 Sep 2004,To: 08 Sep 2004,Liberia,FY 2004,70,Methodist,1,646
From: 08 Sep 2004,To: 08 Sep 2004,Liberia,FY 2004,70,Moslem,4,646
From: 08 Sep 2004,To: 08 Sep 2004,Liberia,FY 2004,70,Pentecostalist,9,646
From: 08 Sep 2004,To: 08 Sep 2004,Liberia,FY 2004,70,Protestant,2,646
From: 08 Sep 2004,To: 08 Sep 2004,Serbia,FY 2004,4,Moslem,4,646
From: 08 Sep 2004,To: 08 Sep 2004,Sierra Leone,FY 2004,35,Catholic,7,646
From: 08 Sep 2004,To: 08 Sep 2004,Sierra Leone,FY 2004,35,Christian,8,646
From: 08 Sep 2004,To: 08 Sep 2004,Sierra Leone,FY 2004,35,Jehovah Witness,1,646
From: 08 Sep 2004,To: 08 Sep 2004,Sierra Leone,FY 2004,35,Methodist,1,646
From: 08 Sep 2004,To: 08 Sep 2004,Sierra Leone,FY 2004,35,Moslem,14,646
From: 08 Sep 2004,To: 08 Sep 2004,Sierra Leone,FY 2004,35,Pentecostalist,4,646
From: 08 Sep 2004,To: 08 Sep 2004,Somalia,FY 2004,93,Moslem,93,646
From: 08 Sep 2004,To: 08 Sep 2004,Sudan,FY 2004,1,Christian,1,646
From: 08 Sep 2004,To: 08 Sep 2004,Ukraine,FY 2004,30,Baptist,10,646
From: 08 Sep 2004,To: 08 Sep 2004,Ukraine,FY 2004,30,Jewish,3,646
From: 08 Sep 2004,To: 08 Sep 2004,Ukraine,FY 2004,30,Pentecostalist,17,646
From: 08 Sep 2004,To: 08 Sep 2004,Uzbekistan,FY 2004,6,Moslem,6,646

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 08 Sep 2004,To: 08 Sep 2004,Ancestral Worship,FY 2004,180,Laos,180,646
From: 08 Sep 2004,To: 08 Sep 2004,Bahai,FY 2004,60,Iran,60,646
From: 08 Sep 2004,To: 08 Sep 2004,Baptist,FY 2004,19,Cuba,5,646
From: 08 Sep 2004,To: 08 Sep 2004,Baptist,FY 2004,19,Iran,3,646
From: 08 Sep 2004,To: 08 Sep 2004,Baptist,FY 2004,19,Liberia,1,646
From: 08 Sep 2004,To: 08 Sep 2004,Baptist,FY 2004,19,Ukraine,10,646
From: 08 Sep 2004,To: 08 Sep 2004,Buddhist,FY 2004,20,Burma,20,646
From: 08 Sep 2004,To: 08 Sep 2004,Catholic,FY 2004,23,Cuba,16,646
From: 08 Sep 2004,To: 08 Sep 2004,Catholic,FY 2004,23,Sierra Leone,7,646
From: 08 Sep 2004,To: 08 Sep 2004,Christian,FY 2004,62,Ethiopia,7,646
From: 08 Sep 2004,To: 08 Sep 2004,Christian,FY 2004,62,Iran,1,646
From: 08 Sep 2004,To: 08 Sep 2004,Christian,FY 2004,62,Laos,4,646
From: 08 Sep 2004,To: 08 Sep 2004,Christian,FY 2004,62,Liberia,41,646
From: 08 Sep 2004,To: 08 Sep 2004,Christian,FY 2004,62,Sierra Leone,8,646
From: 08 Sep 2004,To: 08 Sep 2004,Christian,FY 2004,62,Sudan,1,646
From: 08 Sep 2004,To: 08 Sep 2004,Evangelical Christian,FY 2004,13,Cuba,10,646
From: 08 Sep 2004,To: 08 Sep 2004,Evangelical Christian,FY 2004,13,Liberia,3,646
From: 08 Sep 2004,To: 08 Sep 2004,Jehovah Witness,FY 2004,21,Cuba,20,646
From: 08 Sep 2004,To: 08 Sep 2004,Jehovah Witness,FY 2004,21,Sierra Leone,1,646
From: 08 Sep 2004,To: 08 Sep 2004,Jewish,FY 2004,5,Iran,2,646
From: 08 Sep 2004,To: 08 Sep 2004,Jewish,FY 2004,5,Ukraine,3,646
From: 08 Sep 2004,To: 08 Sep 2004,Lutheran,FY 2004,9,Liberia,9,646
From: 08 Sep 2004,To: 08 Sep 2004,Methodist,FY 2004,2,Liberia,1,646
From: 08 Sep 2004,To: 08 Sep 2004,Methodist,FY 2004,2,Sierra Leone,1,646
From: 08 Sep 2004,To: 08 Sep 2004,Moslem,FY 2004,151,Bosnia and Herzegovina,4,646
From: 08 Sep 2004,To: 08 Sep 2004,Moslem,FY 2004,151,Ethiopia,22,646
From: 08 Sep 2004,To: 08 Sep 2004,Moslem,FY 2004,151,Iran,4,646
From: 08 Sep 2004,To: 08 Sep 2004,Moslem,FY 2004,151,Liberia,4,646
From: 08 Sep 2004,To: 08 Sep 2004,Moslem,FY 2004,151,Serbia,4,646
From: 08 Sep 2004,To: 08 Sep 2004,Moslem,FY 2004,151,Sierra Leone,14,646
From: 08 Sep 2004,To: 08 Sep 2004,Moslem,FY 2004,151,Somalia,93,646
From: 08 Sep 2004,To: 08 Sep 2004,Moslem,FY 2004,151,Uzbekistan,6,646
From: 08 Sep 2004,To: 08 Sep 2004,No Religion,FY 2004,19,Cuba,19,646
From: 08 Sep 2004,To: 08 Sep 2004,Orthodox,FY 2004,17,Bosnia and Herzegovina,1,646
From: 08 Sep 2004,To: 08 Sep 2004,Orthodox,FY 2004,17,Croatia,1,646
From: 08 Sep 2004,To: 08 Sep 2004,Orthodox,FY 2004,17,Ethiopia,15,646
From: 08 Sep 2004,To: 08 Sep 2004,Pentecostalist,FY 2004,30,Liberia,9,646
From: 08 Sep 2004,To: 08 Sep 2004,Pentecostalist,FY 2004,30,Sierra Leone,4,646
From: 08 Sep 2004,To: 08 Sep 2004,Pentecostalist,FY 2004,30,Ukraine,17,646
From: 08 Sep 2004,To: 08 Sep 2004,Protestant,FY 2004,15,Burma,13,646
From: 08 Sep 2004,To: 08 Sep 2004,Protestant,FY 2004,15,Liberia,2,646

