textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 08 Oct 2015,To: 08 Oct 2015,Afghanistan,FY 2016,33,Moslem Shiite,15,491
From: 08 Oct 2015,To: 08 Oct 2015,Afghanistan,FY 2016,33,Moslem Suni,18,491
From: 08 Oct 2015,To: 08 Oct 2015,Bhutan,FY 2016,100,Buddhist,31,491
From: 08 Oct 2015,To: 08 Oct 2015,Bhutan,FY 2016,100,Christian,30,491
From: 08 Oct 2015,To: 08 Oct 2015,Bhutan,FY 2016,100,Hindu,33,491
From: 08 Oct 2015,To: 08 Oct 2015,Bhutan,FY 2016,100,Kirat,6,491
From: 08 Oct 2015,To: 08 Oct 2015,Burma,FY 2016,135,Baptist,2,491
From: 08 Oct 2015,To: 08 Oct 2015,Burma,FY 2016,135,Buddhist,3,491
From: 08 Oct 2015,To: 08 Oct 2015,Burma,FY 2016,135,Christian,78,491
From: 08 Oct 2015,To: 08 Oct 2015,Burma,FY 2016,135,Methodist,1,491
From: 08 Oct 2015,To: 08 Oct 2015,Burma,FY 2016,135,Moslem,51,491
From: 08 Oct 2015,To: 08 Oct 2015,Cuba,FY 2016,9,Catholic,8,491
From: 08 Oct 2015,To: 08 Oct 2015,Cuba,FY 2016,9,No Religion,1,491
From: 08 Oct 2015,To: 08 Oct 2015,Dem. Rep. Congo,FY 2016,29,Catholic,5,491
From: 08 Oct 2015,To: 08 Oct 2015,Dem. Rep. Congo,FY 2016,29,Methodist,9,491
From: 08 Oct 2015,To: 08 Oct 2015,Dem. Rep. Congo,FY 2016,29,Pentecostalist,11,491
From: 08 Oct 2015,To: 08 Oct 2015,Dem. Rep. Congo,FY 2016,29,Protestant,4,491
From: 08 Oct 2015,To: 08 Oct 2015,Eritrea,FY 2016,11,Catholic,1,491
From: 08 Oct 2015,To: 08 Oct 2015,Eritrea,FY 2016,11,Moslem,6,491
From: 08 Oct 2015,To: 08 Oct 2015,Eritrea,FY 2016,11,Orthodox,4,491
