textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 03 Feb 2011,To: 03 Feb 2011,Bhutan,FY 2011,103,Buddhist,10,320
From: 03 Feb 2011,To: 03 Feb 2011,Bhutan,FY 2011,103,Hindu,79,320
From: 03 Feb 2011,To: 03 Feb 2011,Bhutan,FY 2011,103,Kirat,14,320
From: 03 Feb 2011,To: 03 Feb 2011,Burma,FY 2011,61,Baptist,5,320
From: 03 Feb 2011,To: 03 Feb 2011,Burma,FY 2011,61,Buddhist,2,320
From: 03 Feb 2011,To: 03 Feb 2011,Burma,FY 2011,61,Christian,54,320
From: 03 Feb 2011,To: 03 Feb 2011,Cuba,FY 2011,70,Catholic,40,320
From: 03 Feb 2011,To: 03 Feb 2011,Cuba,FY 2011,70,Jehovah Witness,29,320
From: 03 Feb 2011,To: 03 Feb 2011,Cuba,FY 2011,70,No Religion,1,320
From: 03 Feb 2011,To: 03 Feb 2011,Eritrea,FY 2011,8,Moslem,6,320
From: 03 Feb 2011,To: 03 Feb 2011,Eritrea,FY 2011,8,Orthodox,2,320
From: 03 Feb 2011,To: 03 Feb 2011,Ethiopia,FY 2011,1,Pentecostalist,1,320
From: 03 Feb 2011,To: 03 Feb 2011,Iran,FY 2011,35,Christian,35,320
From: 03 Feb 2011,To: 03 Feb 2011,Iraq,FY 2011,5,Moslem Shiite,2,320
From: 03 Feb 2011,To: 03 Feb 2011,Iraq,FY 2011,5,Moslem Suni,1,320
From: 03 Feb 2011,To: 03 Feb 2011,Iraq,FY 2011,5,Sabeans-Mandean,2,320
From: 03 Feb 2011,To: 03 Feb 2011,Liberia,FY 2011,3,Christian,3,320
From: 03 Feb 2011,To: 03 Feb 2011,Palestine,FY 2011,2,Moslem Suni,2,320
From: 03 Feb 2011,To: 03 Feb 2011,Somalia,FY 2011,24,Moslem,23,320
From: 03 Feb 2011,To: 03 Feb 2011,Somalia,FY 2011,24,Moslem Suni,1,320
From: 03 Feb 2011,To: 03 Feb 2011,Ukraine,FY 2011,8,Baptist,4,320
From: 03 Feb 2011,To: 03 Feb 2011,Ukraine,FY 2011,8,Uniate,4,320

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 03 Feb 2011,To: 03 Feb 2011,Baptist,FY 2011,9,Burma,5,320
From: 03 Feb 2011,To: 03 Feb 2011,Baptist,FY 2011,9,Ukraine,4,320
From: 03 Feb 2011,To: 03 Feb 2011,Buddhist,FY 2011,12,Bhutan,10,320
From: 03 Feb 2011,To: 03 Feb 2011,Buddhist,FY 2011,12,Burma,2,320
From: 03 Feb 2011,To: 03 Feb 2011,Catholic,FY 2011,40,Cuba,40,320
From: 03 Feb 2011,To: 03 Feb 2011,Christian,FY 2011,92,Burma,54,320
From: 03 Feb 2011,To: 03 Feb 2011,Christian,FY 2011,92,Iran,35,320
From: 03 Feb 2011,To: 03 Feb 2011,Christian,FY 2011,92,Liberia,3,320
From: 03 Feb 2011,To: 03 Feb 2011,Hindu,FY 2011,79,Bhutan,79,320
From: 03 Feb 2011,To: 03 Feb 2011,Jehovah Witness,FY 2011,29,Cuba,29,320
From: 03 Feb 2011,To: 03 Feb 2011,Kirat,FY 2011,14,Bhutan,14,320
From: 03 Feb 2011,To: 03 Feb 2011,Moslem,FY 2011,29,Eritrea,6,320
From: 03 Feb 2011,To: 03 Feb 2011,Moslem,FY 2011,29,Somalia,23,320
From: 03 Feb 2011,To: 03 Feb 2011,Moslem Shiite,FY 2011,2,Iraq,2,320
From: 03 Feb 2011,To: 03 Feb 2011,Moslem Suni,FY 2011,4,Iraq,1,320
From: 03 Feb 2011,To: 03 Feb 2011,Moslem Suni,FY 2011,4,Palestine,2,320
From: 03 Feb 2011,To: 03 Feb 2011,Moslem Suni,FY 2011,4,Somalia,1,320
From: 03 Feb 2011,To: 03 Feb 2011,No Religion,FY 2011,1,Cuba,1,320
From: 03 Feb 2011,To: 03 Feb 2011,Orthodox,FY 2011,2,Eritrea,2,320
From: 03 Feb 2011,To: 03 Feb 2011,Pentecostalist,FY 2011,1,Ethiopia,1,320
From: 03 Feb 2011,To: 03 Feb 2011,Sabeans-Mandean,FY 2011,2,Iraq,2,320
From: 03 Feb 2011,To: 03 Feb 2011,Uniate,FY 2011,4,Ukraine,4,320

